23.052,2500.004
22.166,2600.221
23.989,2402.009
24.994,2304.970
25.039,2300.893
26.140,2203.521
27.365,2104.446
27.420,2100.177
28.760,2001.856
31.946,1801.074
33.763,1703.467
35.923,1600.267
38.176,1504.986
40.881,1404.430
44.056,1302.030
47.686,1201.596
51.910,1102.293
56.866,1004.420
63.088,903.102
70.573,804.600
70.874,801.070
