==== Logging ASAMI ====
t, Ws_t, Wa_t, gtDistance
36.267,-178.944,-181.848,3012.479
36.333,-178.534,-181.711,2802.212
36.433,-178.010,-181.593,2591.876
36.500,-177.677,-181.463,2649.997
36.533,-177.495,-181.328,2688.726
36.567,-177.311,-181.187,2721.256
36.600,-177.143,-181.041,2957.733
36.667,-176.697,-180.860,2660.907
36.700,-176.506,-180.688,2784.065
36.767,-176.110,-180.464,2976.412
36.867,-175.510,-180.146,2917.367
36.900,-175.316,-179.917,2666.700
36.933,-175.156,-179.675,2923.206
37.000,-174.812,-179.310,2471.732
37.033,-174.625,-179.032,2722.981
37.067,-174.406,-178.739,2739.575
37.100,-174.238,-178.432,2883.030
37.133,-174.055,-178.113,2979.060
37.167,-173.905,-177.781,2826.859
37.200,-173.707,-177.438,2999.165
37.267,-173.301,-176.846,2631.683
37.300,-173.136,-176.475,2509.481
37.367,-172.739,-175.819,2710.169
37.400,-172.563,-175.425,2893.479
37.433,-172.394,-175.027,2737.607
37.467,-172.202,-174.623,2926.632
37.500,-171.975,-174.214,2554.626
37.600,-171.412,-173.100,2829.285
37.633,-171.230,-172.682,2610.145
37.667,-171.026,-172.263,2450.727
37.733,-170.566,-171.458,2471.877
37.767,-170.352,-171.038,2531.848
37.800,-170.139,-170.620,2558.139
37.867,-169.638,-169.794,2919.460
37.900,-169.393,-169.377,2817.087
38.000,-168.736,-168.112,2478.777
38.033,-168.542,-167.703,2593.059
38.067,-168.329,-167.300,2580.536
38.133,-167.943,-166.466,2613.350
38.200,-167.464,-165.630,2805.111
38.233,-167.264,-165.248,2489.482
38.300,-166.765,-164.420,2887.742
38.333,-166.496,-164.049,2430.418
38.500,-165.287,-161.823,2509.590
38.533,-165.052,-161.469,2764.786
38.567,-164.801,-161.124,2908.675
38.600,-164.511,-160.783,2605.534
38.633,-164.275,-160.449,2453.340
38.700,-163.843,-159.658,2544.981
38.733,-163.606,-159.337,2400.625
38.767,-163.325,-159.019,2611.584
38.833,-162.906,-158.244,2770.463
38.867,-162.666,-157.938,2572.213
38.933,-162.151,-157.169,2483.995
38.967,-161.904,-156.871,2477.581
39.067,-161.213,-155.638,2686.508
39.100,-160.985,-155.354,2450.724
39.133,-160.708,-155.073,2825.206
39.167,-160.467,-154.795,2842.616
39.200,-160.233,-154.520,2668.472
39.233,-159.997,-154.248,2689.951
39.333,-159.171,-153.849,2356.332
39.400,-158.607,-153.753,2753.644
39.433,-158.308,-153.722,2511.582
39.500,-157.611,-153.375,2835.428
39.533,-157.286,-153.212,2679.873
39.567,-156.939,-153.006,2350.342
39.600,-156.655,-152.760,2601.393
39.700,-155.614,-151.533,2525.265
39.733,-155.294,-151.145,2405.182
39.767,-154.971,-150.723,2674.754
39.833,-154.288,-149.636,2621.371
39.867,-153.949,-149.125,2691.676
39.933,-153.183,-147.850,2558.369
39.967,-152.734,-147.261,2689.139
40.000,-152.309,-146.652,2339.210
40.067,-151.483,-145.172,2451.233
40.100,-151.051,-144.513,2393.364
40.133,-150.611,-143.846,2718.484
40.167,-150.138,-143.173,2518.196
40.200,-149.767,-142.500,2404.773
40.300,-148.498,-139.912,2739.330
40.333,-147.991,-139.232,2418.611
40.400,-147.187,-137.591,2509.880
40.433,-146.761,-136.950,2271.194
40.467,-146.193,-136.329,2420.385
40.533,-145.287,-134.777,2643.162
40.567,-144.807,-134.196,2606.803
40.600,-144.224,-133.633,2488.497
40.700,-142.863,-131.228,2268.020
40.767,-141.940,-129.765,2293.391
40.833,-140.955,-128.331,2449.474
40.900,-139.927,-126.926,2372.359
40.933,-139.479,-126.465,2584.076
40.967,-138.852,-126.018,2652.930
41.033,-137.967,-124.705,2416.551
41.067,-137.431,-124.281,2552.750
41.133,-136.308,-122.990,2463.725
41.167,-135.693,-122.571,2346.561
41.233,-134.532,-121.285,2522.828
41.300,-133.580,-119.996,2467.258
41.333,-133.091,-119.585,2237.847
41.367,-132.459,-119.173,2327.001
41.400,-131.825,-118.757,2352.426
41.433,-131.280,-118.338,2505.904
41.467,-130.735,-117.917,2341.077
41.533,-129.694,-116.629,2237.273
41.567,-129.106,-116.199,2367.713
41.600,-128.480,-115.764,2248.963
41.633,-128.000,-115.327,2371.515
41.667,-127.324,-114.881,2286.790
41.700,-126.773,-114.431,2423.994
41.733,-126.086,-113.971,2483.667
41.767,-125.585,-113.507,2205.985
41.867,-123.803,-111.257,2299.416
41.900,-123.297,-110.783,2280.229
41.967,-122.165,-109.400,2399.366
42.033,-121.025,-108.004,2269.246
42.067,-120.531,-107.526,2381.475
42.100,-119.912,-107.045,2300.127
42.133,-119.298,-106.559,2275.114
42.167,-118.646,-106.068,2403.289
42.200,-118.021,-105.572,2069.090
42.233,-117.517,-105.074,2375.302
42.267,-116.973,-104.574,2236.924
42.300,-116.366,-104.956,2376.937
42.367,-115.204,-105.246,2119.375
42.400,-114.497,-105.512,2202.368
42.433,-113.812,-105.737,2433.028
42.467,-113.103,-105.920,2253.292
42.500,-112.569,-106.069,2143.513
42.533,-112.044,-106.185,2323.249
42.600,-110.882,-106.144,2296.175
42.633,-110.251,-106.166,2089.788
42.667,-109.679,-106.157,2348.924
42.700,-109.050,-106.117,2361.562
42.767,-107.656,-105.861,2315.962
42.867,-105.619,-105.309,2277.154
42.967,-103.822,-104.615,2042.265
43.033,-102.462,-104.055,2363.941
43.067,-101.780,-103.716,1980.848
43.100,-101.181,-103.355,2076.199
43.167,-99.861,-102.646,2328.977
43.200,-99.123,-102.212,2301.118
43.267,-97.801,-101.392,2309.427
43.300,-97.042,-100.890,1959.243
43.333,-96.476,-100.370,2001.389
43.367,-95.793,-99.830,2215.365
43.433,-94.475,-98.833,2276.548
43.467,-93.816,-98.235,2162.664
43.500,-93.201,-97.621,2193.699
43.567,-91.770,-96.488,2010.144
43.633,-90.274,-95.285,1873.872
43.667,-89.633,-94.576,2224.144
43.700,-89.067,-93.855,1981.907
43.767,-87.497,-92.522,1962.280
43.833,-85.937,-91.121,2021.298
43.900,-84.400,-89.655,1978.967
43.933,-83.630,-88.809,2153.932
44.000,-82.320,-87.254,2194.968
44.033,-81.633,-86.373,2035.649
44.067,-81.020,-85.483,1825.464
44.133,-79.548,-83.813,2004.791
44.167,-78.846,-82.887,2150.160
44.200,-78.206,-81.954,2162.872
44.267,-76.591,-80.172,1868.272
44.300,-75.876,-79.204,2002.286
44.333,-75.005,-78.221,1962.747
44.400,-73.502,-76.332,1857.364
44.467,-71.980,-74.394,2074.629
44.633,-68.418,-69.460,1882.376
44.667,-67.580,-68.408,1807.602
44.700,-66.779,-67.348,1745.173
44.733,-65.977,-66.283,1826.714
44.800,-64.150,-64.129,1986.582
44.833,-63.326,-63.039,1950.554
44.900,-61.696,-60.827,1859.111
44.933,-60.922,-59.727,1911.775
44.967,-60.131,-58.623,1867.541
45.000,-59.434,-57.520,1686.154
45.100,-56.740,-54.025,1898.370
45.133,-55.946,-52.908,1880.020
45.167,-55.141,-51.789,1811.141
45.233,-53.630,-49.429,1815.231
45.267,-52.907,-48.317,1944.947
45.300,-52.095,-48.428,1972.754
45.367,-50.455,-48.425,1809.230
45.400,-49.683,-48.411,1760.490
45.433,-48.822,-48.354,1745.974
