==== Logging ASAMI ====
t, Ws_t, Wa_t, gtDistance
37.167,-169.088,-166.342,2550.069
37.200,-168.745,-165.963,2477.848
37.233,-168.416,-165.582,2773.231
37.267,-168.095,-165.199,2846.387
37.300,-167.811,-164.816,2792.451
37.333,-167.429,-164.430,2543.930
37.400,-166.714,-163.545,2425.098
37.467,-166.004,-162.644,2750.468
37.567,-165.074,-161.210,2761.276
37.633,-164.382,-160.284,2618.969
37.667,-164.006,-159.889,2665.036
37.700,-163.660,-159.497,2911.688
37.733,-163.250,-159.104,2698.603
37.767,-162.879,-158.711,2479.801
37.800,-162.542,-158.318,2717.665
37.833,-162.221,-157.927,2773.298
37.900,-161.455,-156.992,2499.714
37.967,-160.679,-156.047,2649.585
38.000,-160.257,-155.649,2767.533
38.033,-159.910,-155.252,2497.468
38.067,-159.505,-154.854,2838.224
38.133,-158.658,-153.891,2441.482
38.200,-157.843,-152.918,2529.567
38.300,-156.596,-151.352,2440.441
38.333,-156.180,-150.944,2580.825
38.367,-155.725,-150.534,2807.788
38.400,-155.367,-150.125,2531.921
38.433,-154.960,-150.284,2804.417
38.500,-154.175,-150.405,2644.204
38.600,-152.935,-150.462,2773.669
38.633,-152.510,-150.518,2784.393
38.733,-151.352,-150.498,2611.333
38.767,-150.912,-150.493,2468.952
38.800,-150.609,-150.476,2571.982
38.833,-150.248,-150.446,2724.804
38.967,-148.763,-150.282,2452.923
39.033,-148.015,-150.137,2332.404
39.100,-147.283,-149.957,2731.956
39.133,-146.857,-149.801,2534.367
39.167,-146.443,-149.625,2527.153
39.267,-145.484,-149.251,2397.390
39.300,-145.088,-149.011,2723.398
39.367,-144.388,-148.609,2287.436
39.400,-144.090,-148.307,2380.375
39.533,-142.523,-147.370,2685.166
39.600,-141.835,-146.714,2285.148
39.633,-141.501,-146.263,2347.938
39.700,-140.747,-145.443,2576.798
39.767,-140.016,-144.538,2545.553
39.800,-139.635,-143.974,2505.809
39.833,-139.256,-143.387,2298.099
39.867,-138.830,-142.780,2564.960
39.900,-138.526,-142.159,2510.224
39.933,-138.219,-141.527,2237.445
39.967,-137.849,-140.886,2496.359
40.033,-137.011,-139.676,2588.919
40.067,-136.630,-139.014,2638.234
40.100,-136.253,-138.349,2180.487
40.167,-135.488,-137.071,2528.750
40.200,-135.167,-136.402,2252.851
40.233,-134.840,-135.736,2307.655
40.267,-134.463,-135.072,2213.765
40.333,-133.663,-133.758,2471.478
40.367,-133.334,-133.100,2413.812
40.400,-132.930,-132.447,2234.402
40.433,-132.507,-131.798,2497.161
40.467,-132.193,-131.156,2259.753
40.500,-131.744,-130.517,2423.780
40.533,-131.342,-129.883,2469.448
40.633,-130.277,-127.871,2499.628
40.667,-129.848,-127.252,2562.187
40.700,-129.449,-126.641,2182.060
40.733,-129.005,-126.035,2576.790
40.900,-127.000,-122.544,2200.604
40.933,-126.649,-121.963,2483.767
40.967,-126.256,-121.393,2540.863
41.000,-125.794,-120.830,2150.228
41.033,-125.352,-120.275,2356.959
41.067,-124.910,-119.725,2385.648
41.133,-123.952,-118.451,2491.413
41.167,-123.605,-117.913,2254.521
41.200,-123.222,-117.381,2401.466
41.233,-122.792,-116.855,2429.720
41.367,-121.324,-114.130,2336.557
41.400,-120.976,-113.632,2068.193
41.433,-120.508,-113.877,2481.627
41.500,-119.635,-114.149,2336.958
41.533,-119.255,-114.381,2489.093
41.600,-118.436,-114.682,2419.162
41.633,-117.942,-114.896,2088.280
41.667,-117.432,-115.100,2310.380
41.700,-117.041,-115.300,2272.101
41.767,-116.145,-115.646,2466.640
41.800,-115.667,-115.830,2294.422
41.833,-115.173,-116.009,2295.357
41.867,-114.727,-116.185,2324.108
41.933,-113.769,-116.594,2189.788
41.967,-113.296,-116.754,2403.787
42.000,-112.780,-116.907,2039.006
42.033,-112.281,-117.053,2248.455
42.067,-111.813,-117.192,2348.379
42.100,-111.349,-117.319,2361.086
42.167,-110.194,-117.753,2109.688
42.200,-109.741,-117.824,2029.894
42.233,-109.188,-117.863,2148.530
42.300,-108.176,-118.169,2312.729
42.333,-107.703,-118.105,2332.832
42.400,-106.690,-118.214,2321.526
42.467,-105.608,-118.171,2362.635
42.500,-104.974,-117.840,1982.597
42.533,-104.457,-117.419,2175.755
42.567,-103.998,-116.912,1997.288
42.600,-103.343,-116.320,2301.324
42.633,-102.764,-115.649,2170.626
42.667,-102.299,-114.911,2256.167
42.767,-100.538,-113.313,2108.864
42.833,-99.360,-111.916,1945.667
42.867,-98.861,-110.937,2042.140
42.967,-97.073,-108.615,1954.626
43.000,-96.432,-107.518,2211.675
43.033,-95.788,-106.389,2168.896
43.067,-95.085,-105.233,2095.857
43.100,-94.370,-104.057,2285.194
43.133,-93.756,-102.869,2238.891
43.200,-92.578,-100.766,2140.431
43.233,-91.934,-99.561,2052.456
43.267,-91.324,-98.356,1861.932
43.300,-90.607,-97.151,2102.201
43.333,-89.892,-95.945,2071.826
43.400,-88.671,-93.729,1899.473
43.433,-88.042,-92.533,2161.589
43.467,-87.435,-91.347,2210.633
43.500,-86.831,-90.170,1840.610
43.533,-86.074,-88.999,1985.209
43.567,-85.525,-87.839,2107.845
43.600,-84.966,-86.693,2129.592
43.633,-84.400,-85.558,1899.012
43.700,-83.018,-83.330,2135.467
43.733,-82.228,-82.210,1991.246
43.900,-78.724,-76.498,2154.923
43.933,-78.014,-75.403,2157.428
44.000,-76.647,-73.144,1954.869
44.033,-76.007,-72.085,2102.834
44.067,-75.387,-71.044,2028.790
44.167,-73.173,-67.624,2117.138
44.200,-72.434,-66.612,2060.519
44.267,-70.778,-64.398,1790.934
44.300,-69.933,-63.402,1830.190
44.333,-69.255,-62.420,1829.330
44.400,-67.808,-60.233,2016.897
44.433,-66.957,-60.445,1706.794
44.500,-65.667,-60.556,2026.770
44.533,-64.787,-60.647,1802.560
44.633,-62.698,-60.491,1802.643
44.667,-62.060,-60.444,1998.990
44.733,-60.693,-60.215,1974.113
44.800,-59.305,-59.897,2008.523
44.867,-57.994,-59.496,1854.226
44.900,-57.223,-59.232,1971.913
44.933,-56.568,-58.941,1797.438
44.967,-55.681,-58.618,1668.126
45.000,-55.013,-58.269,1648.826
45.033,-54.413,-57.898,1642.083
45.067,-53.703,-57.503,1977.505
45.167,-51.652,-56.461,1616.993
45.200,-51.044,-55.971,1644.663
45.233,-50.217,-55.455,1816.698
45.267,-49.462,-54.917,1646.328
45.300,-48.655,-54.356,1604.631
45.333,-48.011,-53.778,1649.344
45.367,-47.168,-53.175,1914.769
45.400,-46.483,-52.556,1679.446
45.433,-45.780,-51.918,1889.783
45.467,-45.104,-51.265,1592.039
45.533,-43.533,-50.111,1782.283
45.567,-42.787,-49.397,1666.303
45.633,-41.264,-48.142,1742.704
45.667,-40.640,-47.377,1590.711
45.700,-39.851,-46.596,1802.967
45.733,-39.000,-45.798,1604.160
45.800,-37.485,-44.384,1688.308
45.833,-36.763,-43.539,1847.141
45.867,-36.007,-42.681,1587.649
45.900,-35.145,-41.807,1639.058
45.933,-34.415,-40.921,1559.215
45.967,-33.490,-40.019,1678.747
46.000,-32.657,-39.102,1789.776
46.100,-30.210,-36.701,1637.910
46.200,-27.582,-34.159,1815.565
46.233,-26.916,-33.141,1586.162
46.267,-25.977,-32.108,1594.868
46.433,-21.956,-27.576,1494.353
46.467,-21.101,-26.476,1690.117
46.567,-18.575,-23.467,1747.037
46.600,-17.915,-22.336,1524.119
46.667,-16.267,-20.193,1705.974
46.700,-15.326,-19.037,1645.441
46.733,-14.656,-17.881,1730.924
46.800,-12.889,-15.647,1495.913
46.833,-12.219,-14.476,1573.921
46.900,-10.649,-12.189,1656.403
46.933,-9.692,-11.003,1647.094
46.967,-8.903,-9.816,1686.916
47.000,-7.991,-8.622,1389.648
47.033,-7.016,-7.421,1675.549
47.067,-6.254,-6.219,1422.865
47.100,-5.460,-5.017,1504.923
47.167,-4.019,-2.587,1645.854
47.233,-2.353,-0.125,1515.028
47.267,-1.470,1.078,1520.090
47.333,0.105,3.581,1383.968
47.400,2.082,6.121,1384.131
47.467,3.777,6.064,1427.490
47.500,4.492,6.033,1355.019
47.533,5.229,6.035,1519.468
47.567,6.121,6.074,1564.711
47.633,7.867,6.227,1450.781
47.700,9.679,6.463,1317.203
47.733,10.641,6.674,1372.459
47.767,11.548,6.915,1413.937
47.800,12.220,7.178,1473.602
47.833,12.891,7.461,1568.143
47.867,13.645,7.767,1412.601
47.900,14.573,8.101,1496.339
47.933,15.231,8.452,1505.931
47.967,16.130,8.829,1314.625
48.000,16.746,9.221,1525.056
48.033,17.522,9.632,1485.688
48.100,19.126,10.239,1538.385
48.133,19.989,10.720,1474.350
48.167,20.871,11.221,1314.877
48.200,21.578,11.736,1267.689
48.233,22.299,12.264,1263.367
48.267,22.876,12.801,1404.110
48.300,23.462,13.347,1275.456
48.333,24.099,13.902,1372.935
48.367,24.923,14.473,1278.338
48.400,25.621,15.055,1270.252
48.433,26.264,15.646,1242.264
48.500,27.960,16.512,1436.731
48.567,29.404,17.425,1240.573
48.600,30.069,18.098,1347.188
48.700,32.143,19.363,1360.563
48.733,32.782,20.089,1243.028
48.767,33.486,20.822,1201.205
48.833,34.946,21.885,1421.191
48.933,37.183,23.335,1236.056
49.000,38.576,24.505,1190.085
49.033,39.362,25.341,1374.272
49.067,39.952,26.176,1263.013
49.100,40.658,27.014,1166.646
49.167,42.258,28.252,1363.795
49.267,44.492,29.941,1209.560
49.333,45.705,31.266,1228.577
49.367,46.260,32.177,1307.721
49.433,47.831,33.541,1188.954
49.467,48.361,34.466,1240.347
49.500,49.090,35.393,1195.922
49.533,49.754,36.318,1362.670
49.567,50.475,37.244,1259.259
49.700,53.569,39.674,1192.020
49.767,54.933,41.169,1200.528
49.800,55.592,42.154,1175.315
49.900,57.765,44.232,1291.772
49.933,58.473,45.241,1238.073
49.967,59.119,46.246,1113.380
50.033,60.527,47.829,1276.025
50.067,61.271,48.843,1112.799
50.100,61.922,49.853,1127.551
50.133,62.506,50.858,1102.027
50.233,64.362,53.102,1212.065
50.300,65.758,54.759,1158.212
50.333,66.349,55.776,1195.492
50.400,67.603,57.455,1129.783
50.433,68.261,57.831,1132.465
50.467,68.947,58.234,1102.597
50.533,70.237,58.748,1192.245
50.633,72.493,59.497,1175.947
50.667,73.101,60.080,1122.460
50.700,73.738,60.681,1092.825
50.733,74.541,61.304,1025.781
50.767,75.326,61.949,1054.130
50.800,75.950,62.609,1173.697
50.833,76.611,63.286,1055.295
50.867,77.300,63.978,1049.476
50.933,79.076,64.981,1040.494
50.967,79.886,65.752,1005.687
51.000,80.616,66.538,1059.070
51.100,83.087,68.057,1105.735
51.133,83.891,68.940,1156.915
51.167,84.681,69.837,1070.462
51.200,85.654,70.752,1159.971
51.267,87.499,72.136,1078.692
51.300,88.464,73.118,1039.839
51.367,90.424,74.622,1066.435
51.400,91.263,75.665,1035.967
51.433,92.147,76.721,1123.295
51.467,92.918,77.786,1109.490
51.500,93.790,78.861,1094.490
51.567,95.627,80.558,919.094
51.600,96.285,81.678,987.362
51.633,97.100,82.807,1014.527
51.667,97.878,83.944,1042.337
51.700,98.846,85.095,973.839
51.733,99.695,86.255,1055.547
51.767,100.633,87.429,997.126
51.833,102.234,89.369,1027.429
51.867,103.182,90.583,935.449
51.900,104.121,91.809,1022.308
51.967,106.116,93.896,875.719
52.000,106.990,95.170,996.665
52.033,107.770,96.450,952.942
52.067,108.576,97.738,860.469
52.133,110.528,99.997,917.993
52.167,111.348,101.326,853.545
52.233,113.192,103.690,989.136
52.267,114.121,105.056,924.989
52.300,115.080,106.436,957.506
52.333,116.045,107.828,812.949
52.367,116.750,109.224,867.634
52.467,119.694,113.006,903.253
52.500,120.654,114.452,856.130
52.533,121.603,115.909,788.595
52.567,122.572,117.379,860.128
52.600,123.254,118.850,798.980
52.667,125.050,121.684,774.222
52.700,125.956,123.178,893.506
52.733,126.757,124.677,883.614
52.767,127.726,126.186,906.934
52.800,128.456,127.697,872.464
52.967,132.825,135.381,844.481
53.000,133.813,136.898,857.896
53.133,137.201,143.407,764.513
53.167,138.045,144.907,791.318
53.200,138.842,146.406,731.432
53.233,139.672,147.905,762.977
53.300,141.305,151.193,723.671
53.333,142.299,152.679,707.468
53.400,144.125,156.018,790.813
53.433,145.055,155.659,701.355
53.533,147.428,155.451,670.411
53.567,148.411,155.253,657.169
53.633,150.013,155.174,642.375
53.667,150.848,155.088,713.716
53.733,152.269,155.134,706.396
53.767,153.042,155.144,634.546
53.800,153.928,155.192,619.423
53.833,154.817,155.275,678.107
53.867,155.567,155.387,613.179
53.900,156.254,155.526,693.480
53.967,157.854,155.846,684.184
54.033,159.444,156.237,701.998
54.067,159.989,156.509,635.499
54.100,160.793,156.805,628.467
54.133,161.367,157.119,634.882
54.200,162.662,157.649,679.416
54.233,163.262,158.019,685.740
54.267,163.952,158.408,666.218
54.333,165.621,159.052,668.012
54.367,166.240,159.505,618.932
54.400,167.057,159.977,583.427
54.467,168.834,160.735,555.088
54.500,169.649,161.275,585.115
54.633,173.197,162.718,623.024
54.667,173.860,163.369,563.046
54.767,176.964,164.707,530.317
54.800,177.973,165.460,551.433
54.933,182.578,167.346,496.679
54.967,183.078,167.860,508.342
55.033,184.582,168.365,507.475
55.067,184.999,168.879,500.099
55.167,186.684,169.286,510.025
55.200,186.767,169.786,473.072
55.267,187.317,170.358,520.982
55.300,187.207,170.909,541.917
55.333,186.944,171.432,484.367
55.367,186.691,171.936,484.796
55.400,186.416,172.424,523.766
55.433,186.089,172.892,515.777
55.467,185.706,173.340,477.727
55.500,185.327,173.736,486.119
55.533,184.969,174.107,566.099
55.567,184.630,174.452,475.847
55.600,184.270,174.795,525.919
55.633,183.889,175.132,484.919
55.667,183.471,175.451,523.237
55.700,183.051,175.791,554.071
55.733,182.586,176.152,533.073
55.767,182.165,176.536,485.731
55.800,181.710,176.756,506.822
55.833,181.251,177.002,566.391
55.867,180.683,177.273,493.385
55.967,179.483,177.285,498.701
56.000,178.945,177.353,507.900
56.067,177.987,177.435,504.114
56.100,177.538,177.489,501.752
56.133,177.098,177.541,586.583
56.233,175.306,177.744,539.036
56.267,174.772,177.766,547.429
56.300,174.283,177.785,512.676
56.367,172.996,177.941,565.939
56.400,172.371,177.934,560.367
56.433,171.898,177.925,558.769
56.467,171.485,177.916,579.328
56.500,170.944,177.900,565.123
56.533,170.518,177.882,537.500
56.633,168.740,178.328,537.416
56.667,168.163,178.256,585.843
56.700,167.660,178.169,568.395
56.733,167.099,178.064,595.102
56.767,166.600,177.941,533.432
56.800,166.084,177.797,583.463
56.833,165.579,177.630,620.738
56.867,165.154,177.442,650.108
56.900,164.711,177.229,655.066
56.933,164.317,176.992,633.100
56.967,163.956,176.730,582.146
57.000,163.634,176.446,576.091
57.100,162.156,176.368,594.454
57.200,160.776,176.166,646.147
57.233,160.326,175.703,666.046
57.300,159.406,175.204,649.173
57.333,159.048,174.643,597.959
57.367,158.726,174.048,655.720
57.467,157.312,173.176,666.346
57.567,155.720,172.134,639.802
57.633,154.648,171.140,662.819
57.667,154.243,170.324,675.379
57.733,152.985,169.158,705.021
57.767,152.549,168.271,673.336
57.833,151.433,166.969,665.695
57.867,151.052,166.033,767.782
57.933,149.958,164.626,776.321
58.000,148.713,163.158,761.307
58.067,147.234,161.624,738.322
58.100,146.680,160.596,735.213
58.200,144.772,158.390,824.463
58.233,144.009,157.321,812.233
58.267,143.388,156.247,753.176
58.300,142.765,155.171,782.015
58.333,141.948,154.087,712.545
58.367,141.317,153.002,739.241
58.400,140.646,151.915,759.974
58.467,139.101,150.102,873.681
58.500,138.403,149.000,734.977
58.533,137.625,147.895,748.673
58.567,136.791,146.787,760.024
58.600,135.975,145.675,859.935
58.633,135.119,144.560,836.574
58.700,133.463,142.629,812.866
58.767,131.985,140.669,889.461
58.800,131.331,139.539,917.299
58.833,130.335,138.402,894.506
58.900,128.589,136.383,785.680
58.933,127.772,135.234,912.385
58.967,126.797,134.080,935.894
59.067,124.242,133.751,875.786
59.100,123.218,133.398,803.339
59.167,121.647,133.001,850.139
59.200,120.656,132.586,884.146
59.233,119.598,132.147,921.454
59.267,118.483,131.683,890.555
59.300,117.620,131.203,964.247
59.367,115.667,130.654,975.544
59.433,113.866,130.054,964.710
59.467,113.078,129.461,960.238
59.567,110.214,128.717,1009.398
59.700,106.089,127.772,1058.666
59.733,105.213,126.958,1059.981
59.767,104.179,126.124,908.806
59.867,101.342,125.027,934.755
59.900,100.153,124.088,1021.388
59.933,99.070,123.128,1093.298
59.967,97.958,122.146,1026.984
60.000,96.927,121.144,1013.624
60.033,95.709,120.116,1008.331
60.067,94.570,119.065,942.388
60.100,93.528,117.993,973.770
60.167,91.269,116.613,983.485
60.233,89.320,115.153,1105.420
60.267,88.209,113.951,1102.508
60.300,87.161,112.727,1109.991
60.333,85.950,111.478,1011.879
60.367,84.690,110.200,1116.581
60.400,83.681,108.903,1064.061
60.467,81.228,107.088,1082.329
60.500,80.338,105.714,1072.561
60.533,79.418,104.324,1062.810
60.567,78.287,102.912,1037.345
60.600,77.146,101.477,1175.657
60.633,76.018,100.021,1031.040
60.667,75.151,98.553,1140.800
60.700,74.007,97.063,1089.919
60.733,73.142,95.563,1218.764
60.767,72.242,94.051,1084.468
60.800,71.005,92.517,1161.370
60.833,69.992,90.969,1034.694
60.933,66.798,87.634,1213.083
60.967,65.822,86.015,1198.288
61.000,64.571,84.377,1109.052
61.067,62.413,81.717,1077.806
61.100,61.457,80.037,1259.882
61.167,59.151,77.252,1290.950
61.200,58.138,75.530,1304.419
61.233,56.942,73.794,1248.088
61.267,56.063,72.057,1259.542
61.300,55.200,70.319,1204.193
61.333,53.896,68.567,1163.525
61.367,52.845,66.811,1292.459
61.400,51.802,65.052,1197.153
61.433,50.699,63.288,1235.759
61.467,49.543,61.519,1282.762
61.533,47.488,58.363,1346.611
61.633,43.891,53.697,1391.696
61.733,40.556,48.900,1240.006
61.800,38.186,45.541,1218.612
61.833,37.269,43.736,1178.303
61.867,36.302,41.939,1372.451
61.933,34.056,38.526,1337.968
61.967,32.755,36.733,1221.945
62.033,30.305,36.496,1375.476
62.067,29.485,36.240,1335.309
62.133,27.327,35.875,1242.050
62.167,26.504,35.517,1450.178
62.200,25.598,35.133,1475.944
62.267,23.901,34.628,1483.582
62.300,23.145,34.168,1385.276
62.333,22.360,33.689,1342.174
62.367,21.619,33.193,1368.837
62.400,20.957,32.683,1482.958
62.433,20.184,32.155,1266.365
62.467,19.401,31.610,1372.374
62.500,18.631,31.049,1370.132
62.533,17.968,30.475,1526.149
62.567,17.354,29.891,1283.020
62.600,16.526,29.290,1488.793
62.633,15.797,28.675,1408.419
62.667,15.041,28.046,1512.067
62.733,13.804,27.195,1434.657
62.867,11.224,25.802,1340.286
63.000,8.678,24.227,1509.323
63.067,7.692,23.117,1548.883
63.100,7.099,22.288,1578.587
63.200,5.384,20.777,1419.104
63.300,3.732,19.172,1412.056
63.333,3.290,18.275,1598.168
63.367,2.813,17.379,1341.386
63.433,1.836,16.064,1392.004
63.567,-0.304,13.797,1406.922
63.633,-1.184,12.371,1362.942
63.667,-1.705,11.419,1410.807
63.733,-2.772,9.942,1541.850
63.767,-3.221,8.982,1397.683
63.800,-3.639,8.025,1414.741
63.867,-4.576,6.493,1566.179
63.967,-5.896,4.323,1612.402
64.033,-6.687,2.726,1617.557
64.067,-7.065,1.764,1480.271
64.200,-8.755,-1.246,1655.852
64.233,-9.211,-2.205,1663.876
64.267,-9.575,-3.159,1700.172
64.400,-11.169,-6.376,1432.324
64.433,-11.557,-7.314,1664.175
64.467,-12.011,-8.249,1583.763
64.500,-12.365,-9.176,1554.521
64.533,-12.808,-10.099,1486.845
64.567,-13.239,-11.017,1693.010
64.600,-13.592,-11.926,1709.415
64.633,-13.959,-12.828,1513.620
64.667,-14.305,-13.722,1611.830
64.700,-14.659,-14.608,1675.962
64.733,-14.999,-15.484,1582.521
64.767,-15.432,-16.355,1493.571
64.800,-15.913,-17.222,1475.163
64.833,-16.398,-18.084,1540.450
64.867,-16.831,-18.940,1436.314
64.900,-17.249,-19.789,1614.453
64.933,-17.584,-20.628,1581.613
64.967,-18.064,-21.463,1657.011
65.000,-18.479,-21.375,1521.247
65.033,-18.966,-21.317,1641.817
65.100,-19.884,-21.348,1478.052
65.167,-20.674,-21.449,1494.797
65.200,-21.229,-21.521,1493.319
65.233,-21.664,-21.616,1692.075
65.267,-22.067,-21.732,1572.202
65.300,-22.569,-21.873,1727.641
65.367,-23.528,-22.188,1691.258
65.400,-24.002,-22.395,1571.730
65.433,-24.591,-22.626,1486.570
65.467,-25.135,-22.878,1775.700
65.500,-25.716,-23.153,1731.485
65.567,-26.661,-23.664,1541.613
65.633,-27.876,-24.243,1708.808
65.667,-28.511,-24.621,1545.864
65.700,-28.985,-25.014,1592.025
65.733,-29.490,-25.421,1550.945
65.800,-30.549,-26.141,1658.044
65.833,-31.207,-26.601,1651.879
65.867,-31.859,-27.078,1664.212
65.900,-32.381,-27.567,1556.771
65.933,-33.071,-28.074,1584.881
65.967,-33.683,-28.596,1570.699
66.000,-34.386,-29.134,1793.032
66.033,-35.016,-29.686,1732.424
66.067,-35.498,-30.246,1643.394
66.100,-36.004,-30.815,1799.148
66.167,-37.145,-31.813,1666.558
66.200,-37.723,-32.420,1774.523
66.233,-38.406,-33.040,1713.322
66.267,-39.104,-33.673,1823.562
66.333,-40.467,-34.794,1742.987
66.367,-41.045,-35.466,1682.016
66.400,-41.780,-36.151,1807.844
66.433,-42.453,-36.845,1749.317
66.467,-43.071,-37.548,1619.655
66.533,-44.223,-38.793,1849.333
66.567,-44.731,-39.518,1713.919
66.600,-45.365,-40.251,1900.273
66.633,-46.036,-40.992,1865.773
66.667,-46.607,-41.739,1933.039
66.700,-47.159,-42.489,1731.606
66.733,-47.895,-43.250,1842.236
66.767,-48.510,-44.017,1724.612
66.800,-49.185,-44.791,1802.214
66.833,-49.719,-45.568,1866.309
66.867,-50.299,-46.349,1961.555
66.900,-50.840,-47.132,1754.721
67.033,-53.629,-49.993,1736.552
67.067,-54.173,-50.821,1790.921
67.267,-58.243,-55.428,1670.234
67.300,-58.954,-56.311,1955.451
67.367,-60.268,-58.005,1919.148
67.400,-60.987,-58.903,1919.754
67.500,-62.883,-61.496,1965.216
67.533,-63.397,-62.401,1786.968
67.600,-64.619,-64.193,1713.496
67.633,-65.213,-65.102,1824.316
67.667,-65.905,-66.015,1931.679
67.733,-67.128,-67.859,1733.247
67.800,-68.373,-69.727,1789.569
67.833,-69.071,-70.647,2086.312
67.900,-70.250,-72.550,1810.872
67.967,-71.557,-74.477,1959.289
68.000,-72.151,-74.410,1850.020
68.033,-72.728,-74.373,1968.298
68.100,-73.813,-74.422,1790.663
68.133,-74.414,-74.470,2055.542
68.233,-76.052,-74.725,2140.094
68.267,-76.575,-74.874,2146.643
68.333,-77.693,-75.171,1940.598
68.367,-78.236,-75.389,1846.472
68.400,-78.748,-75.626,2133.848
68.567,-81.506,-76.595,1823.154
68.600,-81.972,-76.958,2139.977
68.667,-82.972,-77.555,2043.103
68.700,-83.474,-77.965,2147.998
68.733,-83.906,-78.385,1948.968
68.800,-84.769,-79.072,2056.744
68.833,-85.268,-79.530,1990.504
68.867,-85.815,-80.000,2211.927
68.900,-86.257,-80.480,2201.981
68.933,-86.658,-80.966,1896.457
68.967,-87.188,-81.464,1990.641
69.000,-87.702,-81.972,2197.649
69.067,-88.586,-82.822,2182.361
69.100,-89.103,-83.360,2168.327
69.133,-89.571,-83.906,1852.221
69.167,-89.963,-84.457,2197.734
69.200,-90.446,-85.015,2102.146
69.233,-90.904,-85.580,2129.024
69.333,-92.299,-86.967,2261.434
69.367,-92.684,-87.565,1959.266
69.400,-93.155,-88.168,2005.202
69.433,-93.566,-88.775,2223.878
69.467,-94.054,-89.388,1930.800
69.500,-94.400,-90.002,2064.635
69.567,-95.273,-91.100,2074.351
69.600,-95.742,-91.730,2017.718
69.633,-96.224,-92.366,2236.583
69.667,-96.656,-93.005,2037.597
69.733,-97.632,-94.180,2143.396
69.800,-98.605,-95.387,2032.472
69.833,-99.062,-96.054,2273.176
69.900,-99.829,-97.299,2327.804
69.933,-100.147,-97.968,2060.500
69.967,-100.498,-98.637,2048.860
70.000,-100.908,-99.307,2183.662
70.033,-101.277,-99.976,2003.104
70.100,-101.934,-101.279,2292.799
70.133,-102.313,-101.947,2075.016
70.167,-102.724,-102.616,1958.335
70.200,-103.040,-103.284,2315.005
70.267,-103.698,-104.633,2253.175
70.300,-104.170,-105.301,2199.034
70.367,-104.995,-106.686,1957.486
70.400,-105.367,-107.354,2296.397
70.433,-105.699,-108.021,2105.784
70.467,-106.129,-108.690,2341.426
70.500,-106.508,-109.359,2196.331
70.567,-107.238,-110.801,2123.622
70.600,-107.641,-111.467,2376.277
70.667,-108.413,-112.937,2269.587
70.733,-109.215,-114.423,2046.937
70.767,-109.634,-115.083,2265.696
70.800,-109.984,-115.742,2118.837
70.833,-110.309,-116.400,2000.429
70.867,-110.770,-117.061,2369.385
71.000,-112.383,-119.525,2269.348
71.067,-113.230,-119.396,2307.690
71.133,-114.099,-119.365,2311.223
71.233,-115.298,-119.570,2241.113
71.267,-115.733,-119.588,2188.055
71.300,-116.138,-119.635,2155.815
71.333,-116.682,-119.715,2159.573
71.400,-117.690,-120.052,2273.552
71.433,-118.152,-120.215,2378.046
71.467,-118.636,-120.406,2313.275
71.533,-119.583,-120.913,2241.644
71.567,-120.001,-121.174,2100.525
71.600,-120.417,-121.457,2151.518
71.633,-120.881,-121.761,2249.039
71.667,-121.310,-122.086,2089.949
71.767,-122.706,-123.225,2221.323
71.800,-123.203,-123.629,2398.373
71.833,-123.786,-124.055,2192.280
71.867,-124.325,-124.502,2478.424
71.900,-124.813,-124.966,2316.606
71.933,-125.386,-125.450,2260.512
72.033,-126.965,-127.007,2295.208
72.100,-127.842,-128.120,2217.848
72.133,-128.364,-128.695,2472.450
72.200,-129.356,-129.900,2121.421
72.267,-130.342,-131.163,2425.575
72.333,-131.418,-132.484,2591.523
72.400,-132.447,-133.860,2574.745
72.433,-132.918,-134.541,2570.160
72.467,-133.449,-135.234,2572.851
72.500,-133.954,-135.937,2484.621
72.533,-134.473,-136.649,2557.457
72.667,-136.622,-139.856,2173.948
72.700,-137.082,-140.606,2618.218
72.733,-137.604,-141.364,2199.490
72.767,-138.078,-142.129,2611.379
72.800,-138.691,-142.904,2423.753
72.833,-139.268,-143.689,2515.458
72.867,-139.768,-144.481,2678.394
72.900,-140.264,-145.278,2345.064
72.967,-141.437,-147.073,2430.890
73.000,-142.045,-147.891,2412.090
73.033,-142.685,-148.719,2313.937
73.067,-143.188,-149.551,2336.787
73.133,-144.121,-151.451,2599.084
73.200,-145.310,-153.390,2406.135
73.233,-145.831,-154.233,2264.452
73.300,-146.903,-156.225,2536.678
73.333,-147.511,-157.076,2322.182
73.367,-148.074,-157.931,2468.052
73.400,-148.607,-158.791,2312.537
73.433,-149.202,-159.656,2532.208
73.467,-149.673,-160.523,2614.929
73.600,-151.568,-165.174,2307.043
73.633,-152.229,-166.018,2396.850
73.667,-152.711,-166.862,2760.109
73.700,-153.259,-167.710,2490.846
73.733,-153.930,-168.565,2314.542
73.767,-154.519,-169.423,2456.450
73.800,-155.009,-170.282,2576.400
73.833,-155.515,-171.142,2769.379
73.900,-156.635,-173.401,2808.518
73.933,-157.318,-174.256,2507.128
73.967,-157.966,-175.115,2367.563
74.000,-158.621,-174.582,2692.085
74.033,-159.159,-174.103,2856.131
74.067,-159.717,-173.675,2727.233
74.100,-160.254,-173.296,2369.013
74.133,-160.931,-172.969,2753.814
74.167,-161.517,-172.690,2541.295
74.200,-162.032,-172.454,2453.744
74.267,-163.067,-172.431,2441.492
